Assembly	BioSample	Organism	Submitter	SeqTech	SubmissionDate	SubmissionYear	IsolationSource	GeoLocName	CollectionDate	Host	RefSeq_Accession	RefSeq_Present	SetID
GCA_015273015.1	SAMN15665313	Staphylococcus aureus	University of Queensland	Illumina NextSeq	2020-07-29T03:02:06.830	2020	skin swab1641 from squamous cell carcinomas patient MST029	Australia: Brisbane	28-04-2017	Homo sapiens	GCF_015273015.1	Yes	SET_4816
GCA_022396095.1	SAMN21365195	Staphylococcus aureus	University of Queensland	Illumina NextSeq	2021-09-09T01:20:09.556	2021	skin swab	Australia: Brisbane	2018	Homo sapiens	GCF_022396095.1	Yes	SET_4816
GCA_035393985.1	SAMN32865300	Candidatus Dojkabacteria bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-22T10:56:09.307	2023	Activated sludge of municipal wastewater treatment plants	USA	07-01-2015	_NA_	na	No	SET_4817
GCA_036845845.1	SAMN28751719	Patescibacteria group bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T08:18:37.783	2022	sludge	USA	07-01-2015	_NA_	na	No	SET_4817
GCA_022549275.1	SAMN26420500	Aeromonas sp. MR19	University of Warsaw	Illumina MiSeq	2022-03-03T18:17:04.483	2022	arsenic-containing biofilms	Poland: Zloty Stok	2018-09	_NA_	GCF_022549275.1	Yes	SET_4819
GCA_963899305.1	SAMEA115016712	Aeromonas sp. MR19	Nanjing Agriculture University	not collected	2024-03-02T10:03:14.793	2024	_NA_	not collected	not collected	_NA_	GCF_963899305.1	Yes	SET_4819
GCA_949546935.1	SAMEA112731169	uncultured Muribaculum sp.	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	NextSeq 500	2023-03-08T08:34:35.373	2023	mouse gut metagenome	USA	15-01-2018	_NA_	na	No	SET_4820
GCA_949550335.1	SAMEA112730718	uncultured Muribaculum sp.	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Illumina HiSeq 2000	2023-03-08T08:34:21.403	2023	mouse gut metagenome	USA	15-01-2018	_NA_	na	No	SET_4820
GCA_900086585.1	SAMEA3959737	Emergencia timonensis	URMITE	Illumina MP 250bp	2016-05-11T16:07:21.526	2016	_NA_	_NA_	_NA_	_NA_	GCF_900086585.1	Yes	SET_4821
GCA_902375995.1	SAMEA5851050	Emergencia timonensis	EMG	Illumina	2019-08-07T10:17:56.226	2019	human gut	not provided	_NA_	_NA_	GCF_902375995.1	Yes	SET_4821
GCA_002967725.1	SAMN08581620	Blastopirellula marina	University of Sao Paulo	Illumina MiSeq	2018-02-22T15:39:05.716	2018	soil from Brazilian tropical mangrove	Brazil: Sao Paulo	2016-03	_NA_	GCF_002967725.1	Yes	SET_4826
GCA_003044115.1	SAMN08581599	Blastopirellula marina	University of Sao Paulo	Illumina MiSeq	2018-02-22T15:18:05.360	2018	soil from Brazilian tropical mangrove	Brazil: Sao Paulo	2016-03	_NA_	GCF_003044115.1	Yes	SET_4826
GCA_007786215.1	SAMN12260206	Cobetia crustatorum	Shandong University Qingdao Campus	Illumina HiSeq	2019-07-12T07:31:03.503	2019	surface seawater	Missing	01-08-2017	_NA_	GCF_007786215.1	Yes	SET_4827
GCA_963884875.1	SAMEA115017995	Cobetia crustatorum	Nanjing Agriculture University	not collected	2024-03-02T10:03:59.879	2024	_NA_	not collected	not collected	_NA_	GCF_963884875.1	Yes	SET_4827
GCA_003282945.1	SAMN08886039	Pelagibacteraceae bacterium AG-325-E23	Massachusetts Institute of Technology	Illumina NextSeq 500	2018-04-06T15:44:09.697	2018	single cell amplified by WGA-X; seawater	Pacific Ocean	29-11-2010	_NA_	na	No	SET_4828
GCA_902515595.1	SAMEA6077300	uncultured Pelagibacteraceae bacterium	WOODS HOLE OCEANOGRAPHIC INSTITUTION	illumina	2019-10-26T18:18:55.713	2019	marine water	_NA_	29-11-2010	_NA_	na	No	SET_4828
GCA_025421815.1	SAMN30840009	Escherichia coli	Provincial Hospital Affiliated to Shandong First Medical University	Illumina	2022-09-13T22:40:06.530	2022	fecal samples	China:Shandong	2021-09	Homo sapiens	GCF_025421815.1	Yes	SET_4829
GCA_028464485.1	SAMN30948392	Escherichia coli	Provincial Hospital Affiliated to Shandong First Medical University	Illumina	2022-09-21T07:08:07.416	2022	Missing	China:Shandong	2021-09	Homo sapiens	GCF_028464485.1	Yes	SET_4829
GCA_003667985.1	SAMN04495210	Vibrio sp. SBT000027	SeaBioTech	PacBio RSII	2016-02-16T05:02:02.000	2016	_NA_	United Kingdom: Stromness, Orkney	07-05-2012	Suberites ficus	GCF_003667985.1	Yes	SET_483
GCA_963894355.1	SAMEA115017782	Vibrio sp. SBT000027	Nanjing Agriculture University	not collected	2024-03-02T10:03:48.652	2024	_NA_	not collected	not collected	_NA_	GCF_963894355.1	Yes	SET_483
GCA_007559325.1	SAMN12327407	Algibacter amylolyticus	Shandong University at Weihai	Illumina	2019-07-20T22:42:03.796	2019	intertidal sediment	China	15-03-2019	_NA_	GCF_007559325.1	Yes	SET_4830
GCA_008630605.1	SAMN12735330	Algibacter amylolyticus	Shandong University at Weihai	Illumina HiSeq	2019-09-12T06:39:04.093	2019	sediment	China	06-09-2013	_NA_	GCF_008630605.1	Yes	SET_4830
GCA_013415245.1	SAMN15420192	Streptococcus danieliae	King's College London	Illumina HiSeq	2020-07-01T17:42:03.940	2020	Oral	United Kingdom	2014	Mus musculus	GCF_013415245.1	Yes	SET_4831
GCA_015234615.1	SAMN16540227	Streptococcus danieliae	King's College London	Illumina HiSeq	2020-10-25T11:51:05.493	2020	Oral	United Kingdom	2014	Mus musculus	GCF_015234615.1	Yes	SET_4831
GCA_948617435.1	SAMEA112409289	uncultured Bacteroidales bacterium	UNIVERSITY OF CAMBRIDGE	Illumina	2023-02-06T10:12:27.826	2023	feces	USA	not provided	_NA_	na	No	SET_4832
GCA_948943895.1	SAMEA112409733	uncultured Bacteroidales bacterium	UNIVERSITY OF CAMBRIDGE	Illumina	2023-02-06T10:12:49.250	2023	feces	USA	not provided	_NA_	na	No	SET_4832
GCA_001050715.1	SAMEA3146261	Vibrio nigripulchritudo SFn135	Genoscope CEA	_NA_	2014-11-30T12:05:34.590	2014	_NA_	_NA_	_NA_	_NA_	GCF_001050715.1	Yes	SET_4834
GCA_963867015.1	SAMEA115017157	Vibrio nigripulchritudo SFn135	Nanjing Agriculture University	not collected	2024-03-02T10:03:28.433	2024	_NA_	not collected	not collected	_NA_	GCF_963867015.1	Yes	SET_4834
GCA_036914035.1	SAMN38511575	Klebsiella variicola	Universite de Caen	Illumina	2023-11-30T09:25:05.013	2023	stool	France: Caen	2019	Homo sapiens	GCF_036914035.1	Yes	SET_4835
GCA_036914095.1	SAMN38511574	Klebsiella variicola	Universite de Caen	Illumina	2023-11-30T09:25:05.003	2023	stool	France: Caen	2019	Homo sapiens	GCF_036914095.1	Yes	SET_4835
GCA_005844645.1	SAMN10863244	Enterococcus avium	Icahn School of Medicine at Mount Sinai	Illumina HiSeq	2019-02-01T16:08:04.576	2019	stool	USA	14-03-2016	Homo sapiens	GCF_005844645.1	Yes	SET_4837
GCA_015554795.1	SAMN15533281	Enterococcus avium	Icahn School of Medicine at Mount Sinai	Illumina HiSeq	2020-07-14T14:32:25.986	2020	stool	USA	14-03-2016	Homo sapiens	GCF_015554795.1	Yes	SET_4837
GCA_003859005.1	SAMN10476561	Escherichia coli	Sun Yat-sen University	Illumina HiSeq	2018-11-26T08:43:06.546	2018	Gut	China:Guangdong	2015	Homo sapiens	GCF_003859005.1	Yes	SET_4839
GCA_009823175.1	SAMN11928119	Escherichia coli	Sichuan University	Illumina HiSeq	2019-06-01T07:44:06.910	2019	feces	Missing	Missing	Homo sapiens	GCF_009823175.1	Yes	SET_4839
GCA_033658185.1	SAMN37555353	Bifidobacterium longum	Beijing YuGen Pharmaceutical Co., Ltd	Illumina HiSeq	2023-09-27T05:00:08.669	2023	_NA_	China	29-09-2022	Homo sapiens	GCF_033658185.1	Yes	SET_484
GCA_033659905.1	SAMN37555561	Bifidobacterium longum	Beijing YuGen Pharmaceutical Co., Ltd	Illumina HiSeq	2023-09-27T05:59:04.717	2023	_NA_	China	29-09-2022	Homo sapiens	GCF_033659905.1	Yes	SET_484
GCA_005845215.1	SAMN10863263	Clostridium sp. 1001271st1 H5	Icahn School of Medicine at Mount Sinai	Illumina HiSeq	2019-02-01T16:08:04.910	2019	stool	USA	15-06-2015	Homo sapiens	GCF_005845215.1	Yes	SET_4841
GCA_015549035.1	SAMN15532512	Clostridium sp. 1001271B_150615_H5	Icahn School of Medicine at Mount Sinai	Illumina HiSeq	2020-07-14T14:32:13.606	2020	stool	USA	15-06-2015	Homo sapiens	GCF_015549035.1	Yes	SET_4841
GCA_000308215.1	SAMEA3138426	Methanomassiliicoccus luminyensis B10	URMITE	_NA_	2014-11-21T08:58:45.933	2014	_NA_	_NA_	_NA_	_NA_	GCF_000308215.1	Yes	SET_4842
GCA_902383895.1	SAMEA5851665	Methanomassiliicoccus luminyensis	EMG	Illumina	2019-08-07T10:18:16.150	2019	human gut	not provided	_NA_	_NA_	GCF_902383895.1	Yes	SET_4842
GCA_036773655.1	SAMN28748163	Thermodesulfobacteriota bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T05:37:43.806	2022	sludge	USA	07-01-2015	_NA_	na	No	SET_4843
GCA_035392725.1	SAMN32865625	Deltaproteobacteria bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-22T11:15:07.443	2023	Activated sludge of municipal wastewater treatment plants	USA	07-01-2015	_NA_	na	No	SET_4843
GCA_004745385.1	SAMN07709035	Escherichia sp. E4385	The Hong Kong University of Science and Technology	Ion Torrent	2017-09-27T01:49:14.393	2017	_NA_	Hong Kong	30-09-2009	_NA_	GCF_004745385.1	Yes	SET_4844
GCA_963882595.1	SAMEA115017901	Escherichia sp. E4385	Nanjing Agriculture University	not collected	2024-03-02T10:03:58.369	2024	_NA_	not collected	not collected	_NA_	GCF_963882595.1	Yes	SET_4844
GCA_004342205.1	SAMN10362288	Vibrio crassostreae	DOE Joint Genome Institute	Illumina HiSeq	2018-11-01T19:45:34.820	2018	Missing	France: Brest	Missing	not applicable	GCF_004342205.1	Yes	SET_4846
GCA_963880805.1	SAMEA115017866	Vibrio crassostreae	Nanjing Agriculture University	not collected	2024-03-02T10:03:57.022	2024	_NA_	not collected	not collected	_NA_	GCF_963880805.1	Yes	SET_4846
GCA_902487155.1	SAMEA5853073	uncultured Spirochaetales bacterium	EMG	Illumina	2019-08-07T10:19:00.853	2019	human gut	not provided	_NA_	_NA_	na	No	SET_4847
GCA_900769955.1	SAMEA5278911	Spirochaetia bacterium	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:14:07.983	2019	human stool	Fiji	01-01-2018	_NA_	GCF_900769955.1	Yes	SET_4847
GCA_902386845.1	SAMEA5851911	Paenibacillaceae bacterium	EMG	Illumina	2019-08-07T10:18:24.010	2019	human gut	not provided	_NA_	_NA_	GCF_902386845.1	Yes	SET_4848
GCA_900169535.1	SAMEA103910524	Cohnella massiliensis	URMITE	3 * Illumina Run Mate-Paire 2*250 bp + 1 Illumina Run Paired-end 2*250	2017-03-14T15:11:05.813	2017	_NA_	_NA_	_NA_	_NA_	GCF_900169535.1	Yes	SET_4848
GCA_001613145.1	SAMD00018769	Nocardia jejuensis NBRC 103114	National Institute of Technology and Evaluation	454 GS-FLX Titanium; Illumina HiSeq 1000	2014-07-25T00:00:00.000	2014	_NA_	South Korea:Jeju Island		_NA_	GCF_001613145.1	Yes	SET_4849
GCA_963869495.1	SAMEA115017310	Nocardia jejuensis NBRC 103114	Nanjing Agriculture University	not collected	2024-03-02T10:03:33.116	2024	_NA_	not collected	not collected	_NA_	GCF_963869495.1	Yes	SET_4849
GCA_009887825.1	SAMN13701848	Klebsiella pneumoniae	Walter Reed Army Institute of Research	Illumina MiSeq	2019-12-30T17:07:05.651	2019	wound	Ukraine	03-10-2017	Homo sapiens	GCF_009887825.1	Yes	SET_485
GCA_023893985.1	SAMN29151234	Klebsiella pneumoniae	Walter Reed Army Institute of Research	Illumina MiSeq	2022-06-16T14:45:09.400	2022	wound	Ukraine: Vinnytsia	03-10-2017	Homo sapiens	GCF_023893985.1	Yes	SET_485
GCA_902170505.1	SAMEA5778912	Yersinia rochesterensis	INSTITUT PASTEUR	Illumina NextSeq 500	2019-07-19T08:15:34.320	2019	_NA_	_NA_	_NA_	_NA_	GCF_902170505.1	Yes	SET_4852
GCA_963901335.1	SAMEA115016772	Yersinia rochesterensis	Nanjing Agriculture University	not collected	2024-03-02T10:03:15.680	2024	_NA_	not collected	not collected	_NA_	GCF_963901335.1	Yes	SET_4852
GCA_003311945.1	SAMN09261051	Vibrio paracholerae	CDC	Illumina MiSeq	2018-05-25T12:50:06.626	2018	stool	USA: Iowa	2014	_NA_	GCF_003311945.1	Yes	SET_4855
GCA_963878715.1	SAMEA115016156	Vibrio paracholerae	Nanjing Agriculture University	not collected	2024-03-02T10:02:55.815	2024	_NA_	not collected	2014	_NA_	GCF_963878715.1	Yes	SET_4855
GCA_902374515.1	SAMEA5850896	Hafniaceae bacterium	EMG	Illumina	2019-08-07T10:17:51.790	2019	human gut	not provided	_NA_	_NA_	GCF_902374515.1	Yes	SET_4860
GCA_000239255.1	SAMN02299450	Hafnia alvei ATCC 51873	Washington University Genome Center	Illumina	2013-08-02T12:07:41.690	2013	_NA_	not determined	not determined	Homo sapiens	GCF_000239255.1	Yes	SET_4860
GCA_035395545.1	SAMN32865222	Bacteroidales bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-22T10:56:08.583	2023	Activated sludge of municipal wastewater treatment plants	Japan	20-04-2015	_NA_	na	No	SET_4861
GCA_036840115.1	SAMN28751463	Bacteroidales bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T08:18:33.616	2022	sludge	Japan	20-04-2015	_NA_	na	No	SET_4861
GCA_023534535.1	SAMN27592183	Escherichia coli	Zhejiang Academy of Agricultural Sciences	Illumina HiSeq	2022-04-14T22:43:03.996	2022	_NA_	China:Zhejiang	2020	chicken	GCF_023534535.1	Yes	SET_4863
GCA_023535205.1	SAMN27409180	Escherichia coli	Zhejiang Academy of Agricultural Sciences	Illumina HiSeq	2022-04-07T23:53:04.363	2022	_NA_	China:Zhejiang	2020	chicken	GCF_023535205.1	Yes	SET_4863
GCA_015547465.1	SAMN15533274	Bacteroides thetaiotaomicron	Icahn School of Medicine at Mount Sinai	Illumina HiSeq	2020-07-14T14:32:25.880	2020	stool	USA	10-12-2014	Homo sapiens	GCF_015547465.1	Yes	SET_4864
GCA_028399385.1	SAMN31320702	Bacteroides thetaiotaomicron	Icahn School of Medicine	Illumina HiSeq	2022-10-17T16:24:13.037	2022	_NA_	USA	10-12-2014	Homo sapiens	GCF_028399385.1	Yes	SET_4864
GCA_035441745.1	SAMN32867623	Bacteroidales bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-22T12:45:09.753	2023	Aquaculture farm sediments	Hong Kong	Missing	_NA_	na	No	SET_4865
GCA_036830475.1	SAMN28750664	Bacteroidales bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T07:28:35.476	2022	sediment; sludge; water	Missing	Missing	_NA_	na	No	SET_4865
GCA_902484235.1	SAMEA5852783	uncultured Porphyromonadaceae bacterium	EMG	Illumina	2019-08-07T10:18:51.743	2019	human gut	USA	_NA_	_NA_	na	No	SET_4867
GCA_900762315.1	SAMEA5278601	Bacteroidales bacterium	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:10:00.736	2019	human stool	USA	01-01-2018	_NA_	GCF_900762315.1	Yes	SET_4867
GCA_900761665.1	SAMEA5279090	Clostridia bacterium	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:16:22.026	2019	human stool	USA	01-01-2018	_NA_	GCF_900761665.1	Yes	SET_4868
GCA_902484015.1	SAMEA5852752	uncultured Eubacteriales bacterium	EMG	Illumina	2019-08-07T10:18:50.790	2019	human gut	USA	_NA_	_NA_	na	No	SET_4868
GCA_001243975.1	SAMEA3393060	Ligilactobacillus agilis	URMITE	Illumina MP 250 bp	2015-05-22T13:06:15.456	2015	_NA_	_NA_	_NA_	_NA_	GCF_001243975.1	Yes	SET_4869
GCA_902386685.1	SAMEA5851894	Ligilactobacillus agilis	EMG	Illumina	2019-08-07T10:18:23.493	2019	human gut	not provided	_NA_	_NA_	GCF_902386685.1	Yes	SET_4869
GCA_009915365.1	SAMN13870613	Proteus sp. G4389	nankai university	Illumina GAIIx	2020-01-15T21:55:03.756	2020	Missing	Missing	Missing	_NA_	GCF_009915365.1	Yes	SET_4872
GCA_963886185.1	SAMEA115018135	Proteus sp. G4389	Nanjing Agriculture University	not collected	2024-03-02T10:04:05.713	2024	_NA_	not collected	not collected	_NA_	GCF_963886185.1	Yes	SET_4872
GCA_900556285.1	SAMEA4892514	uncultured Collinsella sp.	EBI	Illumina	2019-01-28T10:16:06.833	2019	human gut	_NA_	_NA_	_NA_	na	No	SET_4873
GCA_902483005.1	SAMEA5852664	uncultured Collinsella sp.	EMG	Illumina	2019-08-07T10:18:47.680	2019	human gut	USA	_NA_	_NA_	na	No	SET_4873
GCA_003437825.1	SAMN09736882	Bifidobacterium pseudocatenulatum	BGI	Illumina Hiseq	2018-07-30T02:31:15.960	2018	feces	China: Shenzhen	01-08-2013	Homo sapiens	GCF_003437825.1	Yes	SET_4874
GCA_902399845.1	SAMEA5853189	Bifidobacterium pseudocatenulatum	EMG	Illumina	2019-08-07T10:19:04.730	2019	human gut	China	_NA_	_NA_	GCF_902399845.1	Yes	SET_4874
GCA_003282985.1	SAMN08886037	Pelagibacteraceae bacterium AG-325-E08	Massachusetts Institute of Technology	Illumina NextSeq 500	2018-04-06T15:44:09.660	2018	single cell amplified by WGA-X; seawater	Pacific Ocean	29-11-2010	_NA_	na	No	SET_4875
GCA_902515425.1	SAMEA6077286	uncultured Pelagibacteraceae bacterium	WOODS HOLE OCEANOGRAPHIC INSTITUTION	illumina	2019-10-26T18:18:55.276	2019	marine water	_NA_	29-11-2010	_NA_	na	No	SET_4875
GCA_003215185.1	SAMN08886380	Pelagibacteraceae bacterium AG-410-D23	Massachusetts Institute of Technology	Illumina NextSeq 500	2018-04-06T15:44:16.080	2018	single cell amplified by WGA-X; seawater	Atlantic Ocean	28-06-2010	_NA_	na	No	SET_4876
GCA_902565165.1	SAMEA6076075	uncultured Pelagibacteraceae bacterium	WOODS HOLE OCEANOGRAPHIC INSTITUTION	illumina	2019-10-26T16:11:27.383	2019	marine water	_NA_	28-06-2010	_NA_	na	No	SET_4876
GCA_902379005.2	SAMEA5851198	Enterococcus faecalis	EMG	Illumina	2019-08-07T10:18:00.460	2019	human gut	not provided	_NA_	_NA_	GCF_902379005.2	Yes	SET_4878
GCA_000317915.1	SAMEA2272087	Enterococcus faecalis str. Symbioflor 1	JLU	_NA_	2013-12-20T12:42:56.363	2013	_NA_	_NA_	_NA_	_NA_	GCF_000317915.1	Yes	SET_4878
GCA_902373725.1	SAMEA5850812	Clostridium sporogenes	EMG	Illumina	2019-08-07T10:17:49.150	2019	human gut	not provided	_NA_	_NA_	GCF_902373725.1	Yes	SET_4879
GCA_000155085.1	SAMN00000018	Clostridium sporogenes ATCC 15579	Washington University Genome Sequencing Center	_NA_	2011-02-24T14:18:09.670	2011	Missing	not determined	not determined	Homo sapiens	GCF_000155085.1	Yes	SET_4879
GCA_945831635.1	SAMEA110360158	uncultured Clostridia bacterium	EMG	NextSeq 500	2022-07-15T08:11:08.973	2022	pig gut metagenome	Germany	01-08-2016	_NA_	na	No	SET_488
GCA_945868945.1	SAMEA110401972	uncultured Clostridia bacterium	EMG	NextSeq 500	2022-07-22T13:12:47.146	2022	pig gut metagenome	Germany	01-08-2016	_NA_	na	No	SET_488
GCA_025421855.1	SAMN30840012	Escherichia coli	Provincial Hospital Affiliated to Shandong First Medical University	Illumina	2022-09-13T22:40:06.560	2022	fecal samples	China:Shandong	2021-09	Homo sapiens	GCF_025421855.1	Yes	SET_4880
GCA_028464355.1	SAMN30948395	Escherichia coli	Provincial Hospital Affiliated to Shandong First Medical University	Illumina	2022-09-21T07:08:07.443	2022	Missing	China:Shandong	2021-09	Homo sapiens	GCF_028464355.1	Yes	SET_4880
GCA_023534785.1	SAMN27592175	Escherichia coli	Zhejiang Academy of Agricultural Sciences	Illumina HiSeq	2022-04-14T22:43:03.890	2022	_NA_	China:Zhejiang	2020	pig	GCF_023534785.1	Yes	SET_4881
GCA_023535425.1	SAMN27409169	Escherichia coli	Zhejiang Academy of Agricultural Sciences	Illumina HiSeq	2022-04-07T23:53:04.229	2022	_NA_	China:Zhejiang	2020	pig	GCF_023535425.1	Yes	SET_4881
GCA_023534685.1	SAMN27592179	Escherichia coli	Zhejiang Academy of Agricultural Sciences	Illumina HiSeq	2022-04-14T22:43:03.941	2022	_NA_	China:Zhejiang	2020	pig	GCF_023534685.1	Yes	SET_4882
GCA_023535345.1	SAMN27409173	Escherichia coli	Zhejiang Academy of Agricultural Sciences	Illumina HiSeq	2022-04-07T23:53:04.277	2022	_NA_	China:Zhejiang	2020	pig	GCF_023535345.1	Yes	SET_4882
GCA_003863375.2	SAMN09721042	Labilibaculum euxinicum	SIAM	Illumina MiSeq	2018-07-26T03:32:03.526	2018	Black sea water	Bulgaria	2017	_NA_	GCF_003863375.2	Yes	SET_4885
GCA_009735555.1	SAMN13426603	Labilibaculum euxinicum	Royal Netherlands Institute for Sea Research	Illumina MiSeq	2019-11-29T05:38:03.906	2019	Black Sea water	Bulgaria	2018	_NA_	GCF_009735555.1	Yes	SET_4885
GCA_000939975.1	SAMEA2539499	Pseudomonas saudimassiliensis	URMITE	Illumina MiSeq	2014-05-21T09:05:28.683	2014	_NA_	_NA_	_NA_	_NA_	GCF_000939975.1	Yes	SET_4887
GCA_000945315.1	SAMEA2659343	Pseudomonas saudimassiliensis	URMITE	Illumina MiSeq	2014-07-19T08:06:25.627	2014	_NA_	_NA_	_NA_	_NA_	na	No	SET_4887
GCA_000235665.2	SAMN02471692	Crocosphaera watsonii WH 0003	University of California at Santa Cruz	454	2013-12-19T13:43:28.407	2013	_NA_	_NA_	_NA_	_NA_	GCF_000235665.1	Yes	SET_4888
GCA_963861925.1	SAMEA115016937	Crocosphaera watsonii WH 0003	Nanjing Agriculture University	not collected	2024-03-02T10:03:22.054	2024	_NA_	not collected	not collected	_NA_	GCF_963861925.1	Yes	SET_4888
GCA_036798245.1	SAMN28749407	Candidatus Aminicenantota bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T07:00:45.330	2022	sediment; sludge; water	Missing	Missing	_NA_	na	No	SET_4890
GCA_035441505.1	SAMN32867633	Candidatus Saccharicenans sp.	CLUE-TERRA	Illumina MiSeq	2023-01-22T12:45:09.847	2023	Aquaculture farm sediments	Hong Kong	Missing	_NA_	na	No	SET_4890
GCA_003213115.1	SAMN08886461	Pelagibacteraceae bacterium AG-426-L23	Massachusetts Institute of Technology	Illumina NextSeq 500	2018-04-06T15:44:17.547	2018	single cell amplified by WGA-X; seawater	Atlantic Ocean	12-11-2011	_NA_	na	No	SET_4892
GCA_902578155.1	SAMEA6079683	uncultured Pelagibacteraceae bacterium	WOODS HOLE OCEANOGRAPHIC INSTITUTION	illumina	2019-10-26T18:19:47.073	2019	marine water	_NA_	12-11-2011	_NA_	na	No	SET_4892
GCA_030385805.1	SAMN35766781	Acinetobacter thutiue	Kyonggi university	Illumina HiSeq	2023-06-15T22:13:03.466	2023	oil-contamination soil	Viet Nam	2022-02	_NA_	GCF_030385805.1	Yes	SET_4893
GCA_026736615.1	SAMN31888225	Acinetobacter thutiue	Kyonggi university	Illumina	2022-11-28T03:55:05.206	2022	soil	Viet Nam	2022-02	_NA_	GCF_026736615.1	Yes	SET_4893
GCA_028329625.1	SAMN32800014	Halorubrum ezzemoulense	University of Connecticut	Illumina MiSeq	2023-01-19T14:52:05.346	2023	from water in the Dead Sea	Israel: Dead Sea	2018-10	_NA_	GCF_028329625.1	Yes	SET_4895
GCA_028329925.1	SAMN32800016	Halorubrum ezzemoulense	University of Connecticut	Illumina MiSeq	2023-01-19T14:52:05.400	2023	from water in the Dead Sea	Israel: Dead Sea	2018-10	_NA_	GCF_028329925.1	Yes	SET_4895
GCA_003240635.1	SAMN07426616	Paracoccus denitrificans	None	Illumina HiSeq	2017-07-30T12:24:08.133	2017	hospital NICU surfaces and sink samples	USA: Pittsburgh, Pennsylvania Magee Womens Hospital	2014	_NA_	na	No	SET_4897
