Assembly	BioSample	Organism	Submitter	SeqTech	SubmissionDate	IsolationSource	GeoLocName	CollectionDate	Host
GCA_949530395.1	SAMEA112731094	uncultured Christensenellaceae bacterium	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	NextSeq 500	2023-03-08T08:34:33.206	mouse gut metagenome	USA	2018-01-15	
GCA_900549535.1	SAMEA4891841	uncultured Collinsella sp.	EBI	Illumina	2019-01-28T10:10:31.860	human gut			
GCA_902480205.1	SAMEA5852374	uncultured Collinsella sp.	EMG	Illumina	2019-08-07T10:18:38.476	human gut	USA		
GCA_902373985.1	SAMEA5850834	Oxalobacter formigenes	EMG	Illumina	2019-08-07T10:17:49.773	human gut	not provided		
GCA_000158495.1	SAMN02463717	Oxalobacter formigenes OXCC13	Broad Institute		2013-12-18T11:11:30.520	missing	not determined	not determined	Homo sapiens
GCA_025847295.1	SAMN31359322	Acinetobacter baumannii	Faculty of Pharmacy, Belgrade University	Illumina HiSeq	2022-10-18T22:43:06.486	missing	Serbia	2020-12	Homo sapiens
GCA_025941705.1	SAMN31359167	Acinetobacter baumannii	Faculty of Pharmacy, Belgrade University	Illumina HiSeq	2022-10-18T22:07:04.820	Covid-19 patient on mechanical ventilation	Serbia	2020-12	Homo sapiens
GCA_035405465.1	SAMN32865721	Desulfobacteraceae bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-22T11:15:08.360	Activated sludge of municipal wastewater treatment plants	Hong Kong	2015-03-06	
GCA_036743155.1	SAMN28746640	Deltaproteobacteria bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T04:53:36.440	sludge	Hong Kong	2015-03-06	
GCA_020881405.1	SAMN18449916	Photorhabdus thracensis	Max Planck Institute for Terrestrial Microbiology	Illumina	2021-03-23T20:06:04.590	missing	missing	missing	nematode
GCA_963896085.1	SAMEA115016613	Photorhabdus thracensis	Nanjing Agriculture University	not collected	2024-03-02T10:03:12.901		not collected	not collected	
GCA_900232875.1	SAMEA104348992	Parabacteroides provencensis	URMITE	Illumina MiSeq MP+PE	2017-10-14T09:07:37.923	stool			
GCA_902386905.1	SAMEA5851923	Bacteroidales bacterium	EMG	Illumina	2019-08-07T10:18:24.320	human gut	not provided		
GCA_900539885.1	SAMEA4890874	uncultured Faecalibacterium sp.	EBI	Illumina	2019-02-08T12:13:04.696	human gut			
GCA_902483115.1	SAMEA5852672	uncultured Faecalibacterium sp.	EMG	Illumina	2019-08-07T10:18:48.040	human gut	USA		
GCA_001691275.1	SAMN04867921	Vibrio splendidus	Massachusetts Institute of Technology	Illumina GAII	2016-04-18T17:20:04.000	seawater	USA: Massachusetts	2003-09	
GCA_963869885.1	SAMEA115017327	Vibrio splendidus	Nanjing Agriculture University	not collected	2024-03-02T10:03:33.558		not collected	not collected	
GCA_949487125.1	SAMEA112731283	uncultured Ureaplasma sp.	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	NextSeq 500	2023-03-08T08:34:39.680	mouse gut metagenome	USA	2018-01-15	
GCA_949542235.1	SAMEA112730785	uncultured Ureaplasma sp.	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Illumina HiSeq 2000	2023-03-08T08:34:23.386	mouse gut metagenome	USA	2018-01-15	
GCA_009746145.1	SAMN13337947	Klebsiella pneumoniae	CHU A Coruna	Illumina MiSeq	2019-11-20T12:35:08.316	urine	Spain	2013-11/2014-04	Homo sapiens
GCA_013187635.1	SAMN14896286	Klebsiella pneumoniae	Hospital Universitario Virgen Macarena	Illumina MiSeq	2020-05-12T07:48:08.720	urine	Spain: Seville	2015-05-15	Homo sapiens
GCA_902483675.1	SAMEA5852722	uncultured Bacillota bacterium	EMG	Illumina	2019-08-07T10:18:49.820	human gut	USA		
GCA_900760475.1	SAMEA5279672	Clostridia bacterium	DOE JGI	Illumina Genome Analyzer II	2019-02-01T10:23:54.473	human stool	USA	2018-01-01	
GCA_002947575.1	SAMN08501023	Streptococcus pneumoniae	University of Mississippi Medical Center	Illumina MiSeq	2018-02-08T15:10:02.531	vitreous humor	USA: Pittsburgh	2005-11	Homo sapiens
GCA_000026665.1	SAMEA1705947	Streptococcus pneumoniae ATCC 700669	Wellcome Trust Sanger Institute		2010-11-05T17:16:38.176				
GCA_003213455.1	SAMN08886438	SAR86 cluster bacterium AG-422-P06	Massachusetts Institute of Technology	Illumina NextSeq 500	2018-04-06T15:44:17.113	single cell amplified by WGA-X; seawater	Atlantic Ocean	2010-10-24	
GCA_902575035.1	SAMEA6076398	uncultured SAR86 cluster bacterium	WOODS HOLE OCEANOGRAPHIC INSTITUTION	illumina	2019-10-26T16:11:37.553	marine water		2010-10-24	
GCA_000752215.1	SAMEA2602734	bacterium MS4	URMITE	Illumina	2015-02-05T17:07:55.867				
GCA_902375325.1	SAMEA5850979	Bacillota bacterium	EMG	Illumina	2019-08-07T10:17:54.133	human gut	not provided		
GCA_948501155.1	SAMEA112406074	uncultured Helicobacter sp.	UNIVERSITY OF CAMBRIDGE	Illumina	2023-02-06T10:11:13.746	feces	China	not provided	
GCA_948971105.1	SAMEA112406297	uncultured Helicobacter sp.	UNIVERSITY OF CAMBRIDGE	Illumina	2023-02-06T10:11:15.750	feces	China	not provided	
GCA_949105835.1	SAMEA112405976	uncultured Helicobacter sp.	UNIVERSITY OF CAMBRIDGE	Illumina	2023-02-04T12:23:14.416	feces	China	not provided	
GCA_900199375.1	SAMEA104162020	Gordonibacter urolithinfaciens	LIFESEQUENCING	Pacific Bioscience	2017-09-12T09:05:15.843				
GCA_902386185.1	SAMEA5851856	Gordonibacter urolithinfaciens	EMG	Illumina	2019-08-07T10:18:22.320	human gut	not provided		
GCA_000146835.1	SAMN00215925	Campylobacter coli JV20	Baylor College of Medicine	454	2011-02-15T11:08:04.603	missing	not determined	not determined	Homo sapiens
GCA_902373715.1	SAMEA5850800	Campylobacter coli	EMG	Illumina	2019-08-07T10:17:48.803	human gut	not provided		
GCA_035426985.1	SAMN32867282	Flavobacteriaceae bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-22T12:09:08.570	Foam and foaming activated sludge	China	2012-03-01	
GCA_036807965.1	SAMN28749652	Flavobacteriaceae bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T07:09:34.583	sludge	China	2012-03-01	
GCA_026128215.1	SAMN25889468	Klebsiella pneumoniae	Peking University Third Hospital	Illumina NovaSeq	2022-02-13T10:20:05.130	missing	China: Beijing	2020-04-23	Homo sapiens
GCA_026198035.1	SAMN28408370	Klebsiella pneumoniae	Peking University Third Hospital	Illumina HiSeq	2022-05-14T10:00:09.823	patient with infection	China: Beijing	2020-04-23	Homo sapiens
GCA_900544775.1	SAMEA4891362	uncultured Oscillibacter sp.	EBI	Illumina	2019-01-28T10:06:21.546	human gut			
GCA_902480335.1	SAMEA5852387	uncultured Oscillibacter sp.	EMG	Illumina	2019-08-07T10:18:38.883	human gut	USA		
GCA_035435425.1	SAMN32867955	Acinetobacter johnsonii	CLUE-TERRA	Illumina MiSeq	2023-01-22T13:07:07.077	Medicalfacilities Wastewater	Germany	2012-12-06	
GCA_036776475.1	SAMN28747891	Acinetobacter johnsonii	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T05:37:40.203	water	Germany	2012-12-06	
GCA_000820185.2	SAMEA2752406	Aeromonas tecta	UCONNMISEQ	MiSeq	2014-11-20T08:05:22.903				
GCA_963867195.1	SAMEA115017117	Aeromonas tecta	Nanjing Agriculture University	not collected	2024-03-02T10:03:27.694		not collected	not collected	
GCA_033658025.1	SAMN37555358	Bifidobacterium longum	Beijing YuGen Pharmaceutical Co., Ltd	Illumina HiSeq	2023-09-27T05:00:08.724		China	2022-09-29	Homo sapiens
GCA_033659845.1	SAMN37555562	Bifidobacterium longum	Beijing YuGen Pharmaceutical Co., Ltd	Illumina HiSeq	2023-09-27T05:59:04.729		China	2022-09-29	Homo sapiens
GCA_007097025.1	SAMN11878530	Klebsiella pneumoniae	SRCAMB	Illumina MiSeq	2019-05-29T07:49:07.193		Russia: Moscow	2014-08	Homo sapiens
GCA_015209325.1	SAMN16378175	Klebsiella pneumoniae	SRCAMB	Illumina MiSeq	2020-10-06T03:27:09.536	throat	Russia: Moscow	2014-08-04	Homo sapiens
GCA_001705095.1	SAMN03014709	Staphylococcus haemolyticus	Research Institute of Physical-Chemical Medicine	IonTorrent	2014-09-02T07:54:41.223	feces	Russia	2011	Homo sapiens
GCA_902386005.1	SAMEA5851842	Staphylococcus haemolyticus	EMG	Illumina	2019-08-07T10:18:21.913	human gut	Russia		
GCA_003610465.1	SAMN05444957	Xenorhabdus ehlersii	DOE Joint Genome Institute	PacBio	2016-07-26T23:32:45.606	missing	China	missing	not applicable
GCA_963879615.1	SAMEA115016241	Xenorhabdus ehlersii	Nanjing Agriculture University	not collected	2024-03-02T10:02:59.570		not collected	not collected	
GCA_900770705.1	SAMEA5279742	Bacteroidaceae bacterium	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:24:46.563	human stool	Fiji	2018-01-01	
GCA_902487595.1	SAMEA5853117	uncultured Prevotellaceae bacterium	EMG	Illumina	2019-08-07T10:19:02.430	human gut	not provided		
GCA_003050205.1	SAMN08099570	Vibrio splendidus	Station Biologique Roscoff (CNRS/UMPC)	Illumina HiSeq	2017-11-26T18:59:04.916	Filtered seawater (64 uM filter)	USA: Plum Island, MA	2006-04-28	
GCA_963878805.1	SAMEA115017666	Vibrio splendidus	Nanjing Agriculture University	not collected	2024-03-02T10:03:46.710		not collected	not collected	
GCA_902509035.1	SAMEA6099466	Klebsiella pneumoniae	ZHEJIANG UNIVERSITY	Illumina Hiseq xTen	2019-12-17T09:06:05.370	homo	China	2017	homo
GCA_963900555.1	SAMEA115016778	Klebsiella pneumoniae	Nanjing Agriculture University	not collected	2024-03-02T10:03:15.774		not collected	not collected	
GCA_001418345.1	SAMN03840628	Pseudidiomarina woesei	Joint Genome Institute	Illumina HiSeq 2500-1TB	2015-07-06T15:17:05.000		not collected	not collected	
GCA_001517265.1	SAMN03840628	Pseudidiomarina woesei	DOE - Joint Genome Institute	Illumina HiSeq 2500,Illumina HiSeq 2500-1TB	2015-07-06T15:17:05.000		not collected	not collected	
GCA_949429145.1	SAMEA112720539	Bacteroidales bacterium	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Illumina HiSeq 2500	2023-03-08T08:30:35.106	mouse gut metagenome	China	2016-01-25	
GCA_949478675.1	SAMEA112720334	Bacteroidales bacterium	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Illumina HiSeq 2500	2023-03-08T08:30:28.323	mouse gut metagenome	China	2016-01-25	
GCA_949523225.1	SAMEA112720222	Bacteroidales bacterium	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Illumina HiSeq 2500	2023-03-08T08:30:25.163	mouse gut metagenome	China	2016-01-25	
GCA_900766975.1	SAMEA5279175	Bacteroidales bacterium	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:17:28.980	human stool	Fiji	2018-01-01	
GCA_902485785.1	SAMEA5852939	uncultured Muribaculaceae bacterium	EMG	Illumina	2019-08-07T10:18:56.696	human gut	not provided		
GCA_902482555.1	SAMEA5852605	uncultured Christensenellaceae bacterium	EMG	Illumina	2019-08-07T10:18:45.820	human gut	Spain		
GCA_900547135.1	SAMEA4891591	uncultured Eubacteriales bacterium	EBI	Illumina	2019-02-08T12:13:09.773	human gut			
GCA_028065465.1	SAMN27723799	Thermaerobacter sp.	South china normal university	Illumina HiSeq	2022-04-21T12:46:04.913	acid mine drainage sediment	China: Tongling, Anhui Province	2017-07/2017-08	
GCA_021797825.1	SAMN20843994	Bacillota bacterium	Sun Yat-sen University, Guangzhou	Illumina MiSeq	2021-08-18T03:59:10.806	acid mine drainage sediment	China: Tongling Copper Mine, Anhui Province	2017-10-01	
GCA_900543435.1	SAMEA4891225	uncultured Desulfovibrio sp.	EBI	Illumina	2019-02-08T12:13:06.850	human gut			
GCA_902481065.1	SAMEA5852460	uncultured Desulfovibrio sp.	EMG	Illumina	2019-08-07T10:18:41.260	human gut	USA		
GCA_013371365.1	SAMN15212422	Enterococcus faecium	CHUNG ANG UNIVERSITY	Oxford Nanopore MinION	2020-06-11T08:28:04.343	dried fermented soybeans (Meju)	South Korea	2018	
GCA_013371415.1	SAMN15212421	Enterococcus faecium	CHUNG ANG UNIVERSITY	PacBio	2020-06-11T08:28:04.320	dried fermented soybeans (Meju)	South Korea	2018	
GCA_949529385.1	SAMEA112730908	uncultured Acetatifactor sp.	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Illumina HiSeq 2000	2023-03-08T08:34:26.600	mouse gut metagenome	USA	2018-01-15	
GCA_949544805.1	SAMEA112731118	uncultured Acetatifactor sp.	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	NextSeq 500	2023-03-08T08:34:33.803	mouse gut metagenome	USA	2018-01-15	
GCA_009761855.1	SAMN13068769	Escherichia coli	washington state university	Illumina MiSeq	2019-10-21T11:58:05.453	feces	Tanzania	2015-06-25	sheep, goats
GCA_009794785.1	SAMN13559109	Escherichia coli	washington state university	Illumina MiSeq	2019-12-13T10:57:05.976	feces	Tanzania	not applicable	missing
GCA_902374405.1	SAMEA5850874	Paenibacillaceae bacterium	EMG	Illumina	2019-08-07T10:17:51.150	human gut	not provided		
GCA_000204455.2	SAMN00195202	Paenibacillus sp. HGF5	J. Craig Venter Institute	454	2011-01-21T14:33:04.640		not determined	not determined	Homo sapiens
GCA_035324915.1	SAMN32809294	Sphingopyxis sp.	CLUE-TERRA	Illumina MiSeq	2023-01-20T09:11:06.793	full-scale industrial wastewater treatment plants sludge	Argentina	Missing	
GCA_036734265.1	SAMN28746038	Sphingopyxis sp.	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T03:55:34.586	sludge	Argentina	missing	
GCA_900772205.1	SAMEA5279651	uncultured Oscillospiraceae bacterium	DOE JGI	Illumina HiSeq 2500	2019-02-01T10:23:39.643	human stool	Peru	2018-01-01	
GCA_902488225.1	SAMEA5853174	uncultured Eubacteriales bacterium	EMG	Illumina	2019-08-07T10:19:04.213	human gut	Peru		
GCA_001486585.1	SAMEA3674216	Paenibacillus senegalimassiliensis	URMITE	Illumina MP 2*250bp	2015-11-27T16:07:55.133				
GCA_902375865.1	SAMEA5851029	Paenibacillus senegalimassiliensis	EMG	Illumina	2019-08-07T10:17:55.633	human gut	not provided		
GCA_902386035.1	SAMEA5851845	Acinetobacter ursingii	EMG	Illumina	2019-08-07T10:18:21.993	human gut	USA		
GCA_000581715.1	SAMN02371044	Acinetobacter sp. 479375	Institute for Genome Sciences	Illumina	2013-10-04T16:05:22.550				
GCA_035325305.1	SAMN32809274	Pyrinomonadaceae bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-20T09:11:06.600	full-scale industrial wastewater treatment plants sludge	Argentina	Missing	
GCA_036735965.1	SAMN28746616	Pyrinomonadaceae bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T04:53:36.146	sludge	Argentina	missing	
GCA_005281835.1	SAMN10654000	Vibrio profundi	Institute of Oceanology, Chinese Academy of Sciences	Illumina HiSeq	2018-12-27T08:30:03.446	sea water	China:Qingdao	2014	
GCA_019350925.1	SAMN10613775	Vibrio sp. T187	Institute of Oceanology, Chinese Academy of Sciences	PacBio	2018-12-19T04:10:04.347	sea water	China:Qingdao	2014	coral
GCA_001418245.1	SAMN03840742	Tepidiphilus thermophilus	Joint Genome Institute	Illumina HiSeq 2500-1TB	2015-07-06T17:51:09.000		India: Jharkhand, Surajkund	Not Collected	
GCA_001517365.1	SAMN03840742	Tepidiphilus thermophilus	DOE - Joint Genome Institute	Illumina HiSeq 2500,Illumina HiSeq 2500-1TB	2015-07-06T17:51:09.000		India: Jharkhand, Surajkund	Not Collected	
GCA_001487105.1	SAMEA3674418	Mediterraneibacter massiliensis	URMITE	Illumina MP 2*250bp	2015-11-27T16:07:55.193				
GCA_902375815.1	SAMEA5851031	Clostridiaceae bacterium	EMG	Illumina	2019-08-07T10:17:55.693	human gut	not provided		
GCA_035395625.1	SAMN32865220	Spirochaetota bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-22T10:56:08.567	Activated sludge of municipal wastewater treatment plants	Japan	2015-04-20	
GCA_036834545.1	SAMN28750961	Spirochaetota bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T07:35:37.040	sludge	Japan	2015-04-20	
GCA_949459415.1	SAMEA112720241	Thomasclavelia cocleata	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Illumina HiSeq 2500	2023-03-08T08:30:25.703	mouse gut metagenome	China	2016-01-25	
GCA_949478795.1	SAMEA112720353	Thomasclavelia cocleata	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Illumina HiSeq 2500	2023-03-08T08:30:28.856	mouse gut metagenome	China	2016-01-25	
GCA_002843345.1	SAMN04100937	Aeromonas sobria	Universite Laval	Illumina MiSeq	2015-09-22T11:38:28.580		Switzerland	2001	Perca fluviatilis
GCA_963877245.1	SAMEA115017568	Aeromonas sobria	Nanjing Agriculture University	not collected	2024-03-02T10:03:39.504		Switzerland	not collected	
GCA_003209225.1	SAMN08886570	Pelagibacteraceae bacterium AG-464-B04	Massachusetts Institute of Technology	Illumina NextSeq 500	2018-04-06T15:44:19.673	single cell amplified by WGA-X; seawater	Pacific Ocean	2011-06-11	
GCA_902606795.1	SAMEA6079114	uncultured Pelagibacteraceae bacterium	WOODS HOLE OCEANOGRAPHIC INSTITUTION	illumina	2019-10-28T08:33:12.853	marine water		2011-06-11	
GCA_900769805.1	SAMEA5278322	Clostridia bacterium	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:06:16.120	human stool	Fiji	2018-01-01	
GCA_902487085.1	SAMEA5853063	uncultured Oscillospiraceae bacterium	EMG	Illumina	2019-08-07T10:19:00.540	human gut	not provided		
GCA_020053495.1	SAMN18076938	Anaerolineales bacterium	Northwestern University	Illumina HiSeq 2500	2021-02-26T16:21:08.257	fracture fluid	USA: Sanford Underground Research Facility, Lead SD, Deep Mine Microbial Observatory (DeMMO)	2018-04	
GCA_020060045.1	SAMN18076623	Anaerolineales bacterium	Northwestern University	Illumina HiSeq 2500	2021-02-26T16:20:09.130	fracture fluid	USA: Sanford Underground Research Facility, Lead SD, Deep Mine Microbial Observatory (DeMMO)	2018-04	
GCA_902486825.1	SAMEA5853039	uncultured Prevotellaceae bacterium	EMG	Illumina	2019-08-07T10:18:59.666	human gut	not provided		
GCA_900769345.1	SAMEA5279585	Bacteroidales bacterium	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:22:51.196	human stool	Fiji	2018-01-01	
GCA_002939305.1	SAMN06318515	Chroococcidiopsis sp. TS-821	The University of Tennessee, Knoxville	Illumina MiSeq	2017-02-09T18:10:04.800	hot springs	Thailand: Chiang Mai	1993	
GCA_963877035.1	SAMEA115017623	Chroococcidiopsis sp. TS-821	Nanjing Agriculture University	not collected	2024-03-02T10:03:40.939		not collected	not collected	
GCA_010597935.1	SAMN12250634	Klebsiella pneumoniae	Ares Genetics	Illumina NextSeq	2019-07-10T17:05:06.443	lung	USA	2016-01-18	Homo sapiens
GCA_963888035.1	SAMEA115018173	Klebsiella pneumoniae	Nanjing Agriculture University	not collected	2024-03-02T10:04:07.018		not collected	not collected	
GCA_020881335.1	SAMN18449918	Xenorhabdus sp. PB61.4	Max Planck Institute for Terrestrial Microbiology	Illumina	2021-03-23T20:06:04.616	missing	Thailand	missing	nematode
GCA_963894935.1	SAMEA115015469	Xenorhabdus sp. PB61.4	Nanjing Agriculture University	not collected	2024-03-02T10:02:29.810		not collected	not collected	
GCA_023277155.1	SAMN27770869	Klebsiella pneumoniae	Wuhan CDC	Illumina MiSeq	2022-04-25T21:55:04.840	sputum	China: Wuhan	2018-10-24	Homo sapiens
GCA_024434375.1	SAMN27865098	Klebsiella pneumoniae	Wuhan CDC	Illumina NovaSeq	2022-04-27T04:00:06.740	blood	China:Hubei	2019-01	Homo sapiens
GCA_003211555.1	SAMN08886578	Pelagibacteraceae bacterium AG-470-G21	Massachusetts Institute of Technology	Illumina NextSeq 500	2018-04-06T15:44:19.830	single cell amplified by WGA-X; seawater	Pacific Ocean	2011-06-20	
GCA_902609505.1	SAMEA6079391	uncultured Pelagibacteraceae bacterium	WOODS HOLE OCEANOGRAPHIC INSTITUTION	illumina	2019-10-28T08:33:23.166	marine water		2011-06-20	
GCA_009766975.1	SAMN13068710	Escherichia coli	washington state university	Illumina MiSeq	2019-10-21T11:58:04.400	feces	Tanzania	2015-06-25	sheep, goats
GCA_009793925.1	SAMN13558827	Escherichia coli	washington state university	Illumina MiSeq	2019-12-13T10:06:08.746	feces	Tanzania	not applicable	missing
GCA_900766555.1	SAMEA5278417	Helicobacteraceae bacterium	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:07:40.160	human stool	USA	2018-01-01	
GCA_902485535.1	SAMEA5852904	uncultured Helicobacteraceae bacterium	EMG	Illumina	2019-08-07T10:18:55.540	human gut	USA		
GCA_035395015.1	SAMN32865249	Myxococcota bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-22T10:56:08.837	Activated sludge of municipal wastewater treatment plants	Japan	2015-04-20	
GCA_036750595.1	SAMN28747052	Myxococcota bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T05:11:36.583	sludge	Japan	2015-04-20	
GCA_902483765.1	SAMEA5852725	uncultured Bacillota bacterium	EMG	Illumina	2019-08-07T10:18:49.916	human gut	USA		
GCA_900760575.1	SAMEA5278970	Clostridia bacterium	DOE JGI	Illumina Genome Analyzer II	2019-02-01T10:14:53.243	human stool	USA	2018-01-01	
GCA_035404985.1	SAMN32865745	Denitromonas sp.	CLUE-TERRA	Illumina MiSeq	2023-01-22T11:15:08.587	Activated sludge of municipal wastewater treatment plants	Hong Kong	2015-03-06	
GCA_036725525.1	SAMN28745748	Denitromonas sp.	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T03:09:37.866	sludge	Hong Kong	2015-03-06	
GCA_011774365.1	SAMN13684342	Candidatus Dadabacteria bacterium	Maharaja Krishnakumarsinhji Bhavnagar University	Illumina HiSeq	2019-12-27T05:14:07.856	Pelagic sediment	India: Gulf of Kutch	2017-05	
GCA_011777245.1	SAMN13684197	Candidatus Dadabacteria bacterium	Maharaja Krishnakumarsinhji Bhavnagar University	Illumina HiSeq	2019-12-27T05:14:05.503	Pelagic sediment	India: Gulf of Kutch	2017-05	
