Organism.Name	TaxID	BioProject.Accession	BioProject.ID	Group	SubGroup	Size..Mb.	GC.	Replicons	WGS	Scaffolds	Genes	Proteins	Release.Date	Modify.Date	Status	Center	BioSample.Accession	Assembly.Accession	Reference	FTP.Path	Pubmed.ID	Strain	Actual.Size
Bacillota bacterium	1879010	PRJNA843551	843551	Terrabacteria group	Bacillota	0.391044	33.2	-	DAINPS01	8	-	-	2024/02/21	2024/02/21	Scaffold	Helmholtz Centre for Environmental Research - UFZ	SAMN28746654	GCA_036743335.1	-	-	37994269	CTOTU18469	391044
Photobacterium marinum	1056511	PRJNA176474	176474	Pseudomonadota	Gammaproteobacteria	5.53696	46.2	-	AMZO01	83	4879	4761	2013/01/11	2021/12/20	Contig	Institute of Microbial Technology	SAMN02469996	GCA_000331515.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/331/515/GCA_000331515.1_Photobacterium_marinum_AK15	-	AK15	5536962
Photobacterium marinum	1056511	PRJEB71012	1084441	Pseudomonadota	Gammaproteobacteria	5.53696	46.2	-	CAWLIY01	83	-	-	2024/02/29	2024/03/02	Contig	Nanjing Agriculture University	SAMEA115014853	GCA_963861245.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/861/245/GCA_963861245.1_ena-yuan-GCF_000331515.1	-	ena-yuan-GCF_000331515.1	5536962
uncultured bacterium	77133	PRJEB21624	393957	environmental samples	uncultured bacterium	1.95457	35	-	ONOE01	37	-	-	2018/03/19	2018/03/19	Scaffold	THE ROSLIN INSTITUTE	SAMEA104666318	GCA_900319365.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/319/365/GCA_900319365.1_Rumen_uncultured_genome_RUG493	-	RUG493	1954565
uncultured bacterium	77133	PRJEB31266	522726	environmental samples	uncultured bacterium	1.95457	35	-	CACVQG01	37	-	-	2020/02/10	2021/02/22	Scaffold	THE ROSLIN INSTITUTE	SAMEA6148278	GCA_902756295.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/756/295/GCA_902756295.1_Rumen_uncultured_genome_RUG10145	-	RUG10145	1954565
Pseudomonas aeruginosa	287	PRJNA573677	573677	Pseudomonadota	Gammaproteobacteria	6.72497	66.1	-	VZIK01	312	6506	6222	2019/10/01	2021/10/04	Contig	University of Florida	SAMN12821170	GCA_008802375.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/802/375/GCF_008802375.1_ASM880237v1	-	KCJ3K1	6724970
Pseudomonas aeruginosa	287	PRJNA664401	664401	Pseudomonadota	Gammaproteobacteria	6.72497	66.1	-	JACYFB01	312	6509	6339	2022/11/10	2022/11/12	Contig	University of Florida	SAMN16213322	GCA_026127235.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/127/235/GCF_026127235.1_ASM2612723v1	-	KCJ3K1	6724970
uncultured Alistipes sp.	538949	PRJEB59335	931538	FCB group	Bacteroidota/Chlorobiota group	1.83859	58.2	-	CAQDKV01	151	-	-	2023/02/03	2023/02/04	Scaffold	UNIVERSITY OF CAMBRIDGE	SAMEA112409363	GCA_948774265.1	-	-	-	MGBC136701	1838592
uncultured Alistipes sp.	538949	PRJEB59335	931538	FCB group	Bacteroidota/Chlorobiota group	1.83859	58.2	-	CARUPZ01	151	-	-	2023/02/03	2023/02/04	Scaffold	UNIVERSITY OF CAMBRIDGE	SAMEA112409839	GCA_949077125.1	-	-	-	MGBC137180	1838592
Legionella pneumophila	446	PRJNA473823	473823	Pseudomonadota	Gammaproteobacteria	3.6665	38.3	-	QJQW01	67	3355	3247	2018/06/10	2022/08/25	Contig	Virginia Tech	SAMN09283976	GCA_003205155.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/205/155/GCF_003205155.1_ASM320515v1	-	GC01	3666497
Legionella pneumophila	446	PRJNA453403	453403	Pseudomonadota	Gammaproteobacteria	3.6665	38.3	-	QFGP01	67	3353	3242	2019/04/29	2022/05/03	Contig	Virginia Polytechnic Institute and State University	SAMN08978046	GCA_004921785.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/921/785/GCF_004921785.1_ASM492178v1	-	RH08	3666497
Romboutsia sp. BSD2780061687b_171204_C1	2787086	PRJNA637878	637878	Terrabacteria group	Bacillota	3.04467	27.7	-	JADMRK01	33	3041	2872	2020/11/17	2022/04/03	Scaffold	Icahn School of Medicine at Mount Sinai	SAMN15532578	GCA_015560225.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/560/225/GCA_015560225.1_ASM1556022v1	-	BSD2780061687b_171204_C1	3044673
Romboutsia sp. 1001216sp1	2986997	PRJNA880610	880610	Terrabacteria group	Bacillota	3.04467	27.7	-	JAQMMM01	33	3048	2931	2023/01/31	2023/01/31	Scaffold	Icahn School of Medicine	SAMN31322844	GCA_028326315.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/326/315/GCF_028326315.1_ASM2832631v1	-	BSD2780061687st1_C1_BSD2780061687b_171204	3044673
uncultured Erysipelotrichaceae bacterium	331630	PRJEB31266	522726	Terrabacteria group	Bacillota	1.42714	28.3	-	CACWDY01	140	-	-	2020/02/10	2021/02/22	Contig	THE ROSLIN INSTITUTE	SAMEA6148619	GCA_902759655.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/759/655/GCA_902759655.1_Rumen_uncultured_genome_RUG10486	-	RUG10486	1427139
uncultured Firmicutes bacterium	344338	PRJEB21624	393957	Terrabacteria group	Bacillota	1.42714	28.3	-	ONHH01	140	-	-	2018/03/19	2018/03/19	Contig	THE ROSLIN INSTITUTE	SAMEA104666785	GCA_900317575.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/317/575/GCA_900317575.1_Rumen_uncultured_genome_RUG293	-	RUG293	1427139
Acinetobacter baumannii	470	PRJNA433073	433073	Pseudomonadota	Gammaproteobacteria	3.96117	38.9	-	PRJH01	51	3859	3666	2019/06/19	2022/06/29	Contig	The First Affiliated Hospital, College of Medicine Zhejiang University	SAMN08471673	GCA_006368005.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/368/005/GCF_006368005.1_ASM636800v1	-	AB-HZ-B10	3961167
Acinetobacter baumannii	470	PRJNA906176	906176	Pseudomonadota	Gammaproteobacteria	3.96117	38.9	-	JAPRBO01	51	3863	3703	2022/12/11	2022/12/13	Contig	The First Affiliated Hospital, Zhejiang University School of Medicine	SAMN31902073	GCA_026805265.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/805/265/GCF_026805265.1_ASM2680526v1	-	16149	3961167
Chlamydia trachomatis	813	PRJNA338746	338746	PVC group	Chlamydiota	1.04772	41.3	chromosome:NZ_CP017730.1/CP017730.1	-	1	950	884	2017/11/16	2021/12/21	Complete Genome	Oregon State University	SAMN05870231	GCA_002776745.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/776/745/GCF_002776745.1_ASM277674v1	-	SQ32	1047716
Chlamydia trachomatis	813	PRJNA338746	338746	PVC group	Chlamydiota	1.04772	41.3	chromosome:NZ_CP017731.1/CP017731.1	-	1	950	884	2017/11/16	2021/12/21	Complete Genome	Oregon State University	SAMN05870230	GCA_002776795.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/776/795/GCF_002776795.1_ASM277679v1	-	SQ29	1047716
Coriobacteriaceae bacterium	2011094	PRJEB33885	559126	Terrabacteria group	Actinomycetota	2.36052	59.8	-	CABJEJ01	69	-	-	2019/08/12	2019/08/12	Scaffold	EMG	SAMEA5849730	GCA_902364505.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/364/505/GCA_902364505.1_MGYG-HGUT-00228	-	MGYG-HGUT-00228	2360516
Collinsella sp. AM13-34	2292024	PRJNA482748	482748	Terrabacteria group	Actinomycetota	2.36052	59.8	-	QRLE01	69	2079	1989	2018/09/06	2022/07/30	Scaffold	BGI	SAMN09734798	GCA_003473055.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/473/055/GCF_003473055.1_ASM347305v1	-	AM13-34	2360516
Armatimonadota bacterium	2033014	PRJNA592266	592266	Terrabacteria group	Armatimonadota	2.73039	60.7	-	JABFFX01	15	2589	2522	2020/05/17	2020/05/17	Contig	KAUST	SAMN13420027	GCA_013112795.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/112/795/GCA_013112795.1_ASM1311279v1	-	ATM6	2730391
Armatimonadota bacterium	2033014	PRJNA492998	492998	Terrabacteria group	Armatimonadota	2.73039	60.7	-	RBNB01	15	2594	2526	2021/01/22	2021/01/22	Contig	KAUST	SAMN10130954	GCA_016743695.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/743/695/GCA_016743695.1_ASM1674369v1	-	ATM6	2730391
Acinetobacter baumannii	470	PRJNA891799	891799	Pseudomonadota	Gammaproteobacteria	4.14699	38.9	-	JAOZJO01	211	4145	3962	2022/10/25	2022/10/25	Contig	Faculty of Pharmacy, Belgrade University	SAMN31359322	GCA_025847295.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/847/295/GCF_025847295.1_ASM2584729v1	-	BF_54	4146986
Acinetobacter baumannii	470	PRJNA894102	894102	Pseudomonadota	Gammaproteobacteria	4.14699	38.9	-	JAPCYM01	211	4145	3962	2022/11/01	2022/11/02	Contig	Faculty of Pharmacy, Belgrade University	SAMN31359167	GCA_025941705.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/941/705/GCF_025941705.1_ASM2594170v1	-	54	4146986
Candidatus Aminicenantes bacterium	2052149	PRJNA843551	843551	Bacteria incertae sedis	Bacteria candidate phyla	2.54419	45.8	-	DAIQZO01	40	-	-	2024/02/22	2024/02/22	Scaffold	Helmholtz Centre for Environmental Research - UFZ	SAMN28749407	GCA_036798245.1	-	-	37994269	CTOTU38582	2544187
Candidatus Saccharicenans sp.	2819258	PRJNA925477	925477	Other	Other	2.54419	45.8	-	DAOROR01	40	-	-	2024/01/09	2024/01/09	Scaffold	CLUE-TERRA	SAMN32867633	GCA_035441505.1	-	-	38289113	AMR_MDS_5416	2544187
Photorhabdus kayaii	230088	PRJNA594240	594240	Pseudomonadota	Gammaproteobacteria	5.14672	42.5	-	WSFE01	119	4847	4355	2020/02/04	2022/10/04	Scaffold	University of Bern	SAMN13509232	GCA_010119855.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/119/855/GCA_010119855.1_ASM1011985v1	-	M-HU2	5146723
Photorhabdus kayaii	230088	PRJEB71012	1084441	Pseudomonadota	Gammaproteobacteria	5.14672	42.5	-	CAWPKC01	119	-	-	2024/02/29	2024/03/02	Scaffold	Nanjing Agriculture University	SAMEA115014897	GCA_963888565.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/888/565/GCA_963888565.1_ena-yuan-GCF_010119855.1	-	ena-yuan-GCF_010119855.1	5146723
Francisella orientalis	299583	PRJNA240881	240881	Pseudomonadota	Gammaproteobacteria	1.86221	32.3	chromosome:NZ_CP022947.1/CP022947.1	-	1	2035	1778	2019/09/09	2022/08/13	Complete Genome	Aquacen - National Reference Laboratory for Aquatic Animal Diseases, Brazilian Ministry of Fisheries and Aquaculture and Laboratory of Cellular and Molecular Genetics, Federal University of Minas Gerais	SAMN02666527	GCA_008330405.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/330/405/GCF_008330405.1_ASM833040v1	-	FNO137	1862215
Francisella orientalis FNO12	1390363	PRJNA232116	232116	Pseudomonadota	Gammaproteobacteria	1.86221	32.3	chromosome:NZ_CP011921.2/CP011921.2	-	1	2062	1805	2015/06/29	2022/08/11	Complete Genome	Aquacen - National Reference Laboratory for Aquatic Animal Diseases, Brazilian Ministry of Fisheries and Aquaculture and Laboratory of Cellular and Molecular Genetics, Federal University of Minas Gerais	SAMN02469074	GCA_001042525.2	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/042/525/GCF_001042525.2_ASM104252v2	-	FNO12	1862215
Enterococcus faecalis	1351	PRJEB18432	356030	Terrabacteria group	Bacillota	3.11486	37.3	-	FRDZ01	215	-	-	2016/12/08	2016/12/08	Scaffold	RCPCM	SAMEA18419668	GCA_900143365.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/143/365/GCA_900143365.1_Hp_74-d5_05	-	Hp_74-d5	3114862
Enterococcus faecalis	1351	PRJEB18536	356851	Terrabacteria group	Bacillota	3.11486	37.3	-	FRXR01	215	-	-	2016/12/09	2016/12/09	Scaffold	Moscow	SAMEA23872168	GCA_900148545.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/148/545/GCA_900148545.1_Hp_74-d5_05	-	Hp_74-d5	3114862
Treponema pallidum subsp. pallidum	161	PRJNA508872	508872	Spirochaetota	Spirochaetia	1.13959	52.8	chromosome:NZ_CP034913.1/CP034913.1	-	1	1043	982	2019/05/14	2022/06/29	Chromosome	Masaryk University	SAMN10534860	GCA_005341485.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/341/485/GCF_005341485.1_ASM534148v1	-	CW87	1139592
Treponema pallidum	160	PRJNA961304	961304	Spirochaetota	Spirochaetia	1.13959	52.8	chromosome:NZ_CP124572.3/CP124572.3	-	1	1035	975	2023/05/09	2023/11/13	Chromosome	University of Washington	SAMN34387043	GCA_029958825.3	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/958/825/GCF_029958825.3_ASM2995882v3	-	R-22-10209	1139592
Clostridia bacterium	2044939	PRJEB31003	517862	Terrabacteria group	Bacillota	1.54161	28.1	-	CAAGQX01	184	-	-	2019/04/04	2021/02/24	Contig	DOE JGI	SAMEA5279001	GCA_900772235.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/772/235/GCA_900772235.1_SRS820621_25	-	HGM13690	1541608
uncultured Eubacteriales bacterium	172733	PRJEB33885	559126	Terrabacteria group	Bacillota	1.54161	28.1	-	CABTVG01	184	-	-	2019/09/06	2021/03/01	Contig	EMG	SAMEA5853175	GCA_902488215.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/488/215/GCA_902488215.1_UHGG-TPA_MGYG-HGUT-03669	-	MGYG-HGUT-03669	1541608
Neisseria gonorrhoeae	485	PRJDB9563	631171	Pseudomonadota	Betaproteobacteria	2.07712	52.8	-	BLTX01	184	2181	1883	2020/05/02	2022/05/25	Contig	Toho University	SAMD00217304	GCA_013015165.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/015/165/GCA_013015165.1_ASM1301516v1	-	TUM15757	2077122
Neisseria gonorrhoeae	485	PRJDB9563	631171	Pseudomonadota	Betaproteobacteria	2.07712	52.8	-	BLUH01	184	2181	1883	2020/05/02	2022/05/25	Contig	Toho University	SAMD00217314	GCA_013015725.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/015/725/GCA_013015725.1_ASM1301572v1	-	TUM15767	2077122
Kiritimatiellia bacterium	2212473	PRJNA761511	761511	PVC group	Kiritimatiellota	2.48286	60.5	-	JANWZO01	51	2158	2093	2022/09/07	2022/09/07	Scaffold	Universiti Teknologi Malaysia	SAMN30304830	GCA_025054615.1	-	-	-	SKYG97	2482860
Verrucomicrobiota bacterium	2026799	PRJNA1012858	1012858	PVC group	Verrucomicrobiota	2.48286	60.5	-	JAVQZT01	51	2156	2098	2023/11/13	2023/11/13	Scaffold	Universiti Teknologi Malaysia	SAMN37334216	GCA_033582935.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/582/935/GCA_033582935.1_ASM3358293v1	-	SKYGB_i_bin97	2482860
uncultured Eubacteriales bacterium	172733	PRJEB21624	393957	Terrabacteria group	Bacillota	3.03707	59.6	-	ONYU01	568	-	-	2018/03/19	2018/03/19	Scaffold	THE ROSLIN INSTITUTE	SAMEA104666705	GCA_900322115.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/322/115/GCA_900322115.1_Rumen_uncultured_genome_RUG756	-	RUG756	3037074
uncultured Eubacteriales bacterium	172733	PRJEB31266	522726	Terrabacteria group	Bacillota	3.03707	59.6	-	CACVWS01	568	-	-	2020/02/10	2021/02/22	Scaffold	THE ROSLIN INSTITUTE	SAMEA6148431	GCA_902757825.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/757/825/GCA_902757825.1_Rumen_uncultured_genome_RUG10298	-	RUG10298	3037074
uncultured bacterium	77133	PRJEB52676	840749	environmental samples	uncultured bacterium	1.50907	47.2	-	CAMCFE01	221	-	-	2022/08/20	2022/09/02	Contig	EMG	SAMEA110402197	GCA_945874035.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/874/035/GCA_945874035.1_ERR1855549_bin.4_metaWRAP_v1.3_MAG	-	ERR1855549_bin.4_metaWRAP_v1.3_MAG	1509071
uncultured Clostridia bacterium	244328	PRJEB52643	840725	Terrabacteria group	Bacillota	1.50907	47.2	-	CALZZD01	221	-	-	2022/08/20	2022/09/02	Contig	EMG	SAMEA110360331	GCA_945830545.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/830/545/GCA_945830545.1_SRR5240744_bin.5_metaWRAP_v1.3_MAG	-	SRR5240744_bin.5_metaWRAP_v1.3_MAG	1509071
Vibrio aestuarianus	28171	PRJNA623953	623953	Pseudomonadota	Gammaproteobacteria	4.1492	42.6	-	JAAZTU01	111	3797	3560	2020/04/15	2022/07/11	Contig	IFREMER	SAMN14562735	GCA_012395185.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/395/185/GCA_012395185.1_ASM1239518v1	-	LMG 7909	4149197
Vibrio aestuarianus	28171	PRJNA607444	607444	Pseudomonadota	Gammaproteobacteria	4.1492	42.6	-	JAAKZJ01	111	3817	3537	2020/03/09	2022/07/22	Contig	IFREMER	SAMN14134001	GCA_011090235.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/090/235/GCA_011090235.1_ASM1109023v1	-	03/008t	4149197
Bacteroides sp. D20	585543	PRJNA38355	38355	FCB group	Bacteroidota/Chlorobiota group	4.48745	46.4	-	ACPT01	15	3625	3515	2009/11/30	2022/10/05	Scaffold	Broad Institute	SAMN02463737	GCA_000162215.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/162/215/GCA_000162215.1_ASM16221v1	-	D20	4487454
Bacteroides uniformis	820	PRJEB33885	559126	FCB group	Bacteroidota/Chlorobiota group	4.48745	46.4	-	CABKOQ01	15	3625	3515	2019/08/12	2022/10/01	Scaffold	EMG	SAMEA5850849	GCA_902374035.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/374/035/GCA_902374035.1_MGYG-HGUT-01346	-	MGYG-HGUT-01346	4487454
Yersinia pestis	632	PRJNA766475	766475	Pseudomonadota	Gammaproteobacteria	4.68833	47.5	-	JAIWMD01	154	4328	4043	2022/10/06	2023/06/04	Scaffold	National Institute for Communicable Disease Control and Prevention	SAMN21848815	GCA_025604105.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/604/105/GCF_025604105.1_ASM2560410v1	35787155	AKS2021-HT4OS	4688330
Yersinia pestis	632	PRJNA811346	811346	Pseudomonadota	Gammaproteobacteria	4.68833	47.5	-	JAKZCX01	154	4361	4046	2024/07/17	2024/07/19	Scaffold	China CDC	SAMN26329501	GCA_040751055.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/751/055/GCF_040751055.1_ASM4075105v1	-	AKS2021HT04OS	4688330
Klebsiella pneumoniae	573	PRJNA806574	806574	Pseudomonadota	Gammaproteobacteria	5.58368	57.3	-	JAKRBB01	112	5607	5408	2022/11/10	2022/11/12	Contig	Peking University Third Hospital	SAMN25889462	GCA_026128335.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/128/335/GCF_026128335.1_ASM2612833v1	36207674	PEkp159	5583680
Klebsiella pneumoniae	573	PRJNA838135	838135	Pseudomonadota	Gammaproteobacteria	5.58368	57.3	-	JAMFZD01	112	-	-	2022/11/15	2022/11/15	Contig	Peking University Third Hospital	SAMN28408365	GCA_026198135.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/198/135/GCF_026198135.1_ASM2619813v1	36262596	237	5583680
Yersinia aleksiciae	263819	PRJEB2117	203890	Pseudomonadota	Gammaproteobacteria	4.52604	48.8	-	CGBL01	53	4181	4031	2015/03/15	2022/04/14	Scaffold	Wellcome Sanger Institute	SAMEA859928	GCA_001319845.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/319/845/GCF_001319845.1_4821_6_8	-	404/81	4526044
Yersinia aleksiciae	263819	PRJEB33885	559126	Pseudomonadota	Gammaproteobacteria	4.52604	48.8	-	CABMLM01	53	4184	4034	2019/08/12	2022/09/29	Scaffold	EMG	SAMEA5851963	GCA_902387205.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/387/205/GCA_902387205.1_UHGG_MGYG-HGUT-02458	-	MGYG-HGUT-02458	4526044
Cedecea davisae DSM 4568	566551	PRJNA30753	30753	Pseudomonadota	Gammaproteobacteria	4.88698	54.3	-	ATDT01	3	4521	4390	2013/06/19	2022/04/14	Scaffold	WUGSC	SAMN02436914	GCA_000412335.2	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/412/335/GCA_000412335.2_ASM41233v2	-	DSM 4568	4886981
Cedecea davisae	158484	PRJEB33885	559126	Pseudomonadota	Gammaproteobacteria	4.88698	54.3	-	CABKSL01	3	4525	4396	2019/08/12	2022/10/02	Scaffold	EMG	SAMEA5850948	GCA_902375075.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/375/075/GCA_902375075.1_MGYG-HGUT-01445	-	MGYG-HGUT-01445	4886981
Rectinema sp.	1937017	PRJNA925477	925477	Spirochaetota	Spirochaetia	1.57398	44.6	-	DAOPHL01	320	1525	1500	2024/01/09	2024/01/09	Scaffold	CLUE-TERRA	SAMN32865065	GCA_035398575.1	-	-	38289113	AMR_MDS_3330	1573983
Spirochaetales bacterium	2026792	PRJNA843551	843551	Spirochaetota	Spirochaetia	1.57398	44.6	-	DAINKD01	320	-	-	2024/02/21	2024/02/21	Scaffold	Helmholtz Centre for Environmental Research - UFZ	SAMN28746722	GCA_036768435.1	-	-	37994269	CTOTU18295	1573983
uncultured Tateyamaria sp.	455651	PRJEB57783	925396	Pseudomonadota	Alphaproteobacteria	4.93924	59	-	CANLZJ01	15	-	-	2023/01/18	2023/01/24	Contig	marine college, shandong university	SAMEA112157514	GCA_947495545.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/947/495/545/GCF_947495545.1_4-121.fasta	-	4-121.fasta	4939243
uncultured Tateyamaria sp.	455651	PRJEB57783	925396	Pseudomonadota	Alphaproteobacteria	4.93924	59	-	CANMHR01	15	-	-	2023/01/18	2023/01/24	Contig	marine college, shandong university	SAMEA112157515	GCA_947497725.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/947/497/725/GCF_947497725.1_4-171.fasta	-	4-171.fasta	4939243
Enterococcus faecium	1352	PRJNA833257	833257	Terrabacteria group	Bacillota	2.66405	37.9	-	JANJNY01	142	2659	2448	2023/06/06	2023/06/07	Contig	Sichuan University	SAMN28129388	GCA_030179465.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/179/465/GCF_030179465.1_ASM3017946v1	-	YCFL-4	2664048
Enterococcus faecium	1352	PRJNA958115	958115	Terrabacteria group	Bacillota	2.66405	37.9	-	JBBVFS01	142	-	-	2024/07/03	2024/07/03	Contig	Sichuan University	SAMN34277114	GCA_040493675.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/493/675/GCF_040493675.1_ASM4049367v1	-	EB26	2664048
Lachnoanaerobaculum umeaense	617123	PRJNA490792	490792	Terrabacteria group	Bacillota	2.81044	35.1	chromosome:NZ_CP032364.1/CP032364.1	-	1	2628	2499	2018/09/23	2022/04/02	Complete Genome	Korean Collection for Oral Microbiology	SAMN10059125	GCA_003589745.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/589/745/GCF_003589745.1_ASM358974v1	-	DSM 23576 = CCUG 58757	2810441
Lachnoanaerobaculum umeaense	617123	PRJEB33885	559126	Terrabacteria group	Bacillota	2.81044	35.1	chromosome 1:NZ_LR699010.1/LR699010.1	-	1	2629	2499	2019/08/09	2022/04/02	Complete Genome	EMG	SAMEA5852027	GCA_902387945.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/387/945/GCA_902387945.1_UHGG_MGYG-HGUT-02522	-	MGYG-HGUT-02522	2810441
Klebsiella pneumoniae	573	PRJEB10018	308677	Pseudomonadota	Gammaproteobacteria	5.65923	57.1	-	UKPR02	18	5557	5302	2018/08/19	2021/11/18	Contig	Wellcome Sanger Institute	SAMEA3538532	GCA_900513705.2	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/513/705/GCA_900513705.2_GCA_900513705	-	3754STDY6170238	5659229
Klebsiella pneumoniae	573	PRJEB33308	596703	Pseudomonadota	Gammaproteobacteria	5.65923	57.1	-	CABFXM01	18	5557	5302	2020/01/05	2022/01/24	Contig	WELLCOME SANGER INSTITUTE	SAMEA3538532	GCA_902156135.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/156/135/GCA_902156135.1_18174_5_50	-	3754STDY6170238	5659229
Campylobacter jejuni	197	PRJNA646025	646025	Campylobacterota	Epsilonproteobacteria	1.61006	30.5	-	JACCLW01	18	1689	1555	2021/08/31	2022/09/28	Contig	Shenzhen Dapeng New District Public Health Management and Service Center	SAMN15523076	GCA_019839325.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/839/325/GCA_019839325.1_ASM1983932v1	-	DPCJ_19090001	1610063
Campylobacter jejuni	197	PRJNA646025	646025	Campylobacterota	Epsilonproteobacteria	1.61006	30.5	-	JACCLU01	18	1689	1552	2021/08/31	2022/09/28	Contig	Shenzhen Dapeng New District Public Health Management and Service Center	SAMN15523078	GCA_019839285.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/839/285/GCA_019839285.1_ASM1983928v1	-	DPCJ_19090003	1610063
uncultured Clostridia bacterium	244328	PRJEB52643	840725	Terrabacteria group	Bacillota	2.02741	42.9	-	CALZPF01	118	-	-	2022/08/20	2022/09/02	Contig	EMG	SAMEA110360398	GCA_945827755.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/827/755/GCA_945827755.1_SRR5240749_bin.21_metaWRAP_v1.3_MAG	-	SRR5240749_bin.21_metaWRAP_v1.3_MAG	2027408
uncultured Clostridia bacterium	244328	PRJEB52676	840749	Terrabacteria group	Bacillota	2.02741	42.9	-	CAMCKC01	118	-	-	2022/08/20	2022/09/02	Contig	EMG	SAMEA110402122	GCA_945875365.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/875/365/GCA_945875365.1_ERR1855545_bin.45_metaWRAP_v1.3_MAG	-	ERR1855545_bin.45_metaWRAP_v1.3_MAG	2027408
